#query	Preferred_name	PFAMs	newName										
g70.t1	-	"DUF4219,RVT_2,Retrotran_gag_2,gag_pre-integrs,rve,zf-CCHC"	RVT-2 domain containing protein										
g71.t1	GAB1	PH	GRB2 associated binding protein 1										
g71.t2	GAB1	PH	GRB2 associated binding protein 1										
g72.t1	USP38	UCH	ubiquitin specific peptidase 38										
g73.t1	smarca5	"DBINO,HAND,Helicase_C,SLIDE,SNF2_N"	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5"										
g74.t1	frem3	"Cadherin_3,Calx-beta"	FRAS1 related extracellular matrix 3										
g75.t1	-	-	hypothetical protein										
g76.t1	HHIP	"EGF_2,Folate_rec,GSDH"	hedgehog interacting protein										
g77.t1	SMAD1	"MH1,MH2"	SMAD family member 1										
g78.t1	MMAA	ArgK	metabolism of cobalamin associated A										
g78.t2	MMAA	ArgK	metabolism of cobalamin associated A										
g79.t1	ZNF827	"zf-C2H2,zf-H2C2_5"	zinc finger protein 827										
g80.t1	lsm6	LSM	"LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated"										
g81.t1	-	"DUF4371,Dimer_Tnp_hAT"	C-terminal hAT dimerisation domain-containing protein										
g82.t1	POU4F2	"Homeobox,Pou"	POU class 4 homeobox 2										
g83.t1	EDNRA	7tm_1	endothelin receptor type A										
g84.t1	TMEM184C	Solute_trans_a	transmembrane protein 184C										
g85.t1	PRMT9	PrmA	F-box protein 11										
g86.t1	ARHGAP10	"BAR_3,PH,RhoGAP,SH3_9"	Rho GTPase activating protein 21										
g87.t1	NR3C2	"Hormone_recep,zf-C4"	nuclear receptor subfamily 3 group C member 2										
g88.t1	RBM34	RRM_1	RNA binding motif protein 34										
g89.t1	TBCE	"CAP_GLY,LRR_9,Ubiquitin_2"	tubulin folding cofactor E										
g90.t1	-	"C2,MACPF"	C2 domain-containing protein										
g91.t1	-	"C2,MACPF"	C2 domain-containing protein										
g92.t1	-	"C2,MACPF"	C2 domain-containing protein										
g93.t1	-	"C2,MACPF"	C2 domain-containing protein										
g94.t1	oard1	Macro	O-acyl-ADP-ribose deacylase 1										
g97.t1	-	"C2,MACPF"	C2 domain-containing protein										
g98.t1	ERO1LB	ERO1	endoplasmic reticulum oxidoreductase 1 beta										
g99.t1	SLC22A7	"MFS_1,Sugar_tr"	solute carrier family 22 member 7										
g101.t1	RRP36	RRP36	ribosomal RNA processing 36										
g102.t1	GTPBP2	"GTP_EFTU,GTP_EFTU_D2"	GTP binding protein 2										
g103.t1	-	"Ank_4,SH3_1"	ankyrin repeat-containing protein										
g104.t1	HNRNPLL	"RRM_1,RRM_5"	heterogeneous nuclear ribonucleoprotein L like										
g105.t1	RCOR3	"ELM2,Myb_DNA-binding"	REST corepressor 3										
g106.t1	IRF2BP2	IRF-2BP1_2	interferon regulatory factor 2 binding protein 2										
g107.t1	P2RX3	P2X_receptor	purinergic receptor P2X 3										
g108.t1	POLD4	DNA_pol_delta_4	DNA polymerase delta interacting protein 2										
g109.t1	-	"Cation_ATPase,Cation_ATPase_C,Cation_ATPase_N,E1-E2_ATPase,Hydrolase,Hydrolase_3"	cation-transporting P-type ATPase										
g110.t1	SLC43A1	MFS_1	solute carrier family 43 member 1										
g111.t1	ZDHHC5	DHHC	zinc finger DHHC-type palmitoyltransferase 5										
g112.t1	TMX2	Thioredoxin	thioredoxin related transmembrane protein 2										
g113.t1	TESK1	Pkinase_Tyr	testis associated actin remodelling kinase 1										
g114.t1	GIMAP7	AIG1	"GTPase, IMAP family member 7"										
g115.t1	-	DUF4517	DUF4517 domain-containing protein										
g116.t1	-	"PRY,SPRY,zf-B_box,zf-C3HC4_4,zf-RING_UBOX"	SPRY-associated domain-containing protein										
g117.t1	HHLA2	"C1-set,C2-set_2,V-set,ig"	HHLA2 member of B7 family										
g118.t1	ZNF638	"RRM_1,RRM_5,zf-C2H2_jaz"	zinc finger protein 638										
g118.t2	ZNF638	"RRM_1,RRM_5,zf-C2H2_jaz"	zinc finger protein 638										
g118.t3	ZNF638	"RRM_1,RRM_5,zf-C2H2_jaz"	zinc finger protein 638										
g118.t4	ZNF638	"RRM_1,RRM_5,zf-C2H2_jaz"	zinc finger protein 638										
g119.t1	NAF1	Gar1	TNFAIP3 interacting protein 1										
g120.t1	VEGFC	"CXCXC,PDGF"	vascular endothelial growth factor C										
g121.t1	TENM3	"EGF_2,RHS_repeat,Ten_N,Tox-GHH"	teneurin transmembrane protein 3										
g121.t2	TENM3	"EGF_2,RHS_repeat,Ten_N,Tox-GHH"	teneurin transmembrane protein 3										
g121.t3	TENM3	"EGF_2,RHS_repeat,Ten_N,Tox-GHH"	teneurin transmembrane protein 3										
g122.t1	DCTD	dCMP_cyt_deam_1	dCMP deaminase										
g123.t1	CEP44	CEP44	centrosomal protein 44										
g123.t2	CEP44	CEP44	centrosomal protein 44										
g124.t1	FBXO8	"F-box-like,Sec7"	F-box protein 8										
g125.t1	HAND2	HLH	heart and neural crest derivatives expressed 2										
g126.t1	-	"I-set,Ig_2,Ig_3,V-set"	immunoglobulin I-set domain-containing protein										
g127.t1	-	7tm_1	"7 transmembrane receptor protein, rhodopsin family"										
g127.t2	-	7tm_1	"7 transmembrane receptor protein, rhodopsin family"										
g128.t1	NDUFS8	Fer4	NADH:ubiquinone oxidoreductase core subunit S8										
g129.t1	-	"Neur_chan_LBD,Neur_chan_memb"	neurotransmitter-gated ion-channel ligand binding domain-containing protein										
g130.t1	GRIA2	"ANF_receptor,Lig_chan,Lig_chan-Glu_bd"	glutamate ionotropic receptor AMPA type subunit 2										
g131.t1	TMEM66	SARAF	store-operated calcium entry associated regulatory factor										
g132.t1	GALNT7	"Glycos_transf_2,Ricin_B_lectin"	polypeptide N-acetylgalactosaminyltransferase 7										
g133.t1	-	"Ank_2,Ank_4,SOCS_box"	ankyrin repeat-containing protein										
g134.t1	SPCS3	SPC22	signal peptidase complex subunit 3										
g135.t1	KDM2A	"Cupin_8,F-box,F-box-like,JmjC,LRR_6,PHD_4,zf-CXXC"	lysine demethylase 2A										
g135.t2	KDM2A	"Cupin_8,F-box,F-box-like,JmjC,LRR_6,PHD_4,zf-CXXC"	lysine demethylase 2A										
g136.t1	STX3	"SNARE,Syntaxin"	syntaxin 3										
g137.t1	-	CD20	CD20-like family protein										
g138.t1	-	CD20	CD20-like family protein										
g139.t1	VPS37C	Mod_r	VPS37C subunit of ESCRT-I										
g141.t1	-	-	hypothetical protein										
g142.t1	CAPN9	"Calpain_III,EF-hand_6,EF-hand_8,Peptidase_C2"	calpain 9										
g143.t1	TAF5L	"TFIID_NTD2,WD40"	TATA-box binding protein associated factor 5 like										
g144.t1	NUP133	"Nucleoporin_C,Nucleoporin_N"	nucleoporin 133										
g145.t1	-	CCSAP	"Centriole, cilia and spindle-associated protein"										
g146.t1	CDC6	"AAA,AAA_16,AAA_22,Cdc6_C"	cell division cycle 6										
g147.t1	WIPF2	WH2	WAS/WASL interacting protein family member 2										
g148.t1	MRPL21	Ribosomal_L21p	mitochondrial ribosomal protein L21										
g149.t1	C6orf120	UPF0669	LG1 C6orf120 homolog										
g150.t1	NPEPPS	"ERAP1_C,Peptidase_M1"	aminopeptidase puromycin sensitive										
g151.t1	MRPL45	Tim44	mitochondrial ribosomal protein L45										
g152.t1	SOCS7	"SH2,SOCS_box"	suppressor of cytokine signaling 4										
g153.t1	SP2	zf-C2H2	Sp2 transcription factor										
g153.t2	SP2	zf-C2H2	Sp2 transcription factor										
g154.t1	ABCC10	"ABC_membrane,ABC_tran"	ATP binding cassette subfamily C member 10										
g155.t1	MRPL4	Ribosomal_L4	mitochondrial ribosomal protein L4										
g156.t1	HYLS1	HYLS1_C	HYLS1 centriolar and ciliogenesis associated										
g157.t1	-	Collagen	Collagen triple helix repeat-containing protein										
g158.t1	PTP4A1	"DSPc,Y_phosphatase"	protein tyrosine phosphatase 4A1										
g159.t1	LGSN	Gln-synt_C	"lengsin, lens protein with glutamine synthetase domain"										
g160.t1	HK1	"Hexokinase_1,Hexokinase_2"	kallikrein 1										
g161.t1	ZBTB45	"BTB,zf-C2H2"	zinc finger and BTB domain containing 45										
g162.t1	DLL1	"DSL,EGF,MNNL,hEGF"	delta like canonical Notch ligand 1										
g163.t1	-	Ras	ras family protein										
g163.t2	-	Ras	ras family protein										
g164.t1	ARHGAP19	RhoGAP	Rho GTPase activating protein 19										
g166.t1	LCOR	HTH_psq	ligand dependent nuclear receptor corepressor										
g167.t1	MORN4	MORN	MORN repeat containing 4										
g168.t1	HOGA1	DHDPS	4-hydroxy-2-oxoglutarate aldolase 1										
g169.t1	CNNM1	"CBS,DUF21"	cyclin and CBS domain divalent metal cation transport mediator 1										
g170.t1	GOT1	Aminotran_1_2	glutamic-oxaloacetic transaminase 1										
g171.t1	NKX2-3	Homeobox	NK2 homeobox 3										
g172.t1	SLC25A28	Mito_carr	solute carrier family 25 member 28										
g173.t1	ENTPD7	GDA1_CD39	ectonucleoside triphosphate diphosphohydrolase 7										
g174.t1	-	-	hypothetical protein										
g175.t1	ATP6V0E2	ATP_synt_H	ATPase H+ transporting V0 subunit e2										
g177.t1	-	Lys	lactalbumin alpha family protein										
g178.t1	-	Lys	lactalbumin alpha family protein										
g179.t1	AKT3	"PH,Pkinase,Pkinase_C"	AKT serine/threonine kinase 3										
g180.t1	PUS10	-	pseudouridine synthase 10										
g181.t1	CCT4	Cpn60_TCP1	chaperonin containing TCP1 subunit 4										
g182.t1	FAM161A	UPF0564	FAM161 centrosomal protein A										
g183.t1	XPO1	"CRM1_C,IBN_N,Xpo1"	exportin 1										
g184.t1	USP34	UCH	ubiquitin specific peptidase 34										
g184.t2	USP34	UCH	ubiquitin specific peptidase 34										
g185.t1	-	Cadherin	cadherin domain-containing protein										
g187.t1	COMMD1	"COMMD1_N,COMM_domain"	copper metabolism domain containing 1										
g187.t2	COMMD1	"COMMD1_N,COMM_domain"	copper metabolism domain containing 1										
g188.t1	b3gnt2	Galactosyl_T	"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2"										
g189.t1	-	"CUB,EGF_CA"	CUB domain-containing protein										
g190.t1	otx1	"Homeobox,TF_Otx"	orthodenticle homeobox 1										
g191.t1	muc1	SEA	"mucin 1, cell surface associated"										
g192.t1	MDH1	"Ldh_1_C,Ldh_1_N"	malate dehydrogenase 1										
g192.t2	MDH1	"Ldh_1_C,Ldh_1_N"	malate dehydrogenase 1										
g193.t1	UGP2	UDPGP	UDP-glucose pyrophosphorylase 2										
g193.t2	UGP2	UDPGP	UDP-glucose pyrophosphorylase 2										
g194.t1	VPS54	"Vps54,Vps54_N"	VPS54 subunit of GARP complex										
g194.t2	VPS54	"Vps54,Vps54_N"	VPS54 subunit of GARP complex										
g195.t1	PELI1	Pellino	pellino E3 ubiquitin protein ligase 1										
g196.t1	SLC29A2	Nucleoside_tran	solute carrier family 29 member 2										
g197.t1	-	Gal-bind_lectin	galactoside-binding lectin										
g198.t1	MAL	MARVEL	myocardin related transcription factor A										
g199.t1	TMEM246	-	post-GPI attachment to proteins GalNAc transferase 4										
g200.t1	-	"zf-C2H2,zf-C2H2_4,zf-C2H2_6,zf-H2C2_2"	C2H2 type domain-containing zinc finger protein										
g201.t1	TPCN3	Ion_trans	ion transport protein										
g202.t1	TTBK1	Pkinase	tau tubulin kinase 1										
g202.t2	TTBK1	Pkinase	tau tubulin kinase 1										
g203.t1	PEX6	AAA	peroxisomal biogenesis factor 6										
g204.t1	HIST1H1E	Linker_histone	"H1.4 linker histone, cluster member"										
g205.t1	-	Histone	core histone H2A/H2B/H3/H4 family protein										
g206.t1	SPHK1	DAGK_cat	sphingosine kinase 1										
g206.t2	SPHK1	DAGK_cat	sphingosine kinase 1										
g207.t1	UBE2O	UQ_con	ubiquitin conjugating enzyme E2 O										
g207.t2	UBE2O	UQ_con	ubiquitin conjugating enzyme E2 O										
g208.t1	AANAT	Acetyltransf_1	aralkylamine N-acetyltransferase										
g209.t1	RHBDF2	"Rhomboid,Rhomboid_SP"	rhomboid 5 homolog 2										
g210.t1	ACOX1	"ACOX,Acyl-CoA_dh_1,Acyl-CoA_dh_M,Acyl-CoA_ox_N"	acyl-CoA oxidase 1										
g211.t1	ACOX1	"ACOX,Acyl-CoA_dh_1,Acyl-CoA_dh_M,Acyl-CoA_ox_N"	acyl-CoA oxidase 1										
g212.t1	TEN1	Ten1_2	TEN1 subunit of CST complex										
g213.t1	EVPL	Plectin	envoplakin										
g214.t1	SRP68	SRP68	signal recognition particle 68										
g215.t1	POLG2	HGTP_anticodon	"DNA polymerase gamma 2, accessory subunit"										
g216.t1	DDX5	"DEAD,Helicase_C,P68HR"	DEAD-box helicase 5										
g217.t1	-	Histone	core histone H2A/H2B/H3/H4 family protein										
g218.t1	HIST1H1E	Linker_histone	"H1.4 linker histone, cluster member"										
g219.t1	HIST2H3A	Histone	H3 clustered histone 15										
g220.t1	Alox15b	"Lipoxygenase,PLAT"	arachidonate 15-lipoxygenase type B										
g221.t1	CYGB	Globin	cytoglobin										
g222.t1	MYH10	"IQ,Myosin_N,Myosin_head,Myosin_tail_1"	myosin heavy chain 10										
g222.t2	MYH10	"IQ,Myosin_N,Myosin_head,Myosin_tail_1"	myosin heavy chain 10										
g223.t1	UBN2	"HUN,UBN_AB"	ubinuclein 2										
g224.t1	TTC26	"ANAPC3,TPR_19,TPR_8"	intraflagellar transport 56										
g225.t1	-	Lectin_C	C-type lectin domain-containing protein										
g226.t1	SLC25A38	Mito_carr	solute carrier family 25 member 38										
g226.t2	SLC25A38	Mito_carr	solute carrier family 25 member 38										
g227.t1	-	"IQ,Myosin_N,Myosin_head,Myosin_tail_1"	IQ calmodulin-binding motif-containing protein 1-like										
g228.t1	MAP2K7	Pkinase	mitogen-activated protein kinase kinase 7										
g228.t2	MAP2K7	Pkinase	mitogen-activated protein kinase kinase 7										
g229.t1	PKN1	"HR1,Pkinase,Pkinase_C"	protein kinase N1										
g229.t2	PKN1	"HR1,Pkinase,Pkinase_C"	protein kinase N1										
g230.t1	C19orf67	DUF3314	LG1 C19orf67 homolog										
g231.t1	prr36	DUF4596	proline rich 36										
g231.t2	prr36	DUF4596	proline rich 36										
g232.t1	MCOLN1	PKD_channel	mucolipin TRP cation channel 1										
g233.t1	PGLYRP2	Amidase_2	peptidoglycan recognition protein 2										
g234.t1	LYG2	SLT	lysozyme g2										
g235.t1	LYG2	SLT	lysozyme g2										
g235.t2	LYG2	SLT	lysozyme g2										
g235.t3	LYG2	SLT	lysozyme g2										
g236.t1	-	-	hypothetical protein										
g237.t1	EVI5L	RabGAP-TBC	ecotropic viral integration site 5 like										
g237.t2	EVI5L	RabGAP-TBC	ecotropic viral integration site 5 like										
g238.t1	DDX39A	"DEAD,Helicase_C"	DExD-box helicase 39A										
g239.t1	-	"Cys_knot,IGFBP,TSP_1,VWC"	cystine-knot domain-containing protein										
g239.t2	-	"Cys_knot,IGFBP,TSP_1,VWC"	cystine-knot domain-containing protein										
g240.t1	MGAT5B	Glyco_transf_18	"alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase B"										
g241.t1	-	"V-set,V-set_CD47,ig"	immunoglobulin V-set domain-containing protein										
g242.t1	-	Ras	ras family protein										
g243.t1	KIAA1586	Dimer_Tnp_hAT	KIAA1586										
g243.t2	KIAA1586	Dimer_Tnp_hAT	KIAA1586										
g244.t1	PRPSAP1	"Pribosyl_synth,Pribosyltran_N"	phosphoribosyl pyrophosphate synthetase associated protein 1										
g245.t1	-	-	hypothetical protein										
g246.t1	-	DUF3585	DUF3585-containing protein										
g246.t2	-	DUF3585	DUF3585-containing protein										
g247.t1	PIK3R6	PI3K_1B_p101	phosphoinositide-3-kinase regulatory subunit 6										
g248.t1	PIK3R5	PI3K_1B_p101	phosphoinositide-3-kinase regulatory subunit 5										
g248.t2	PIK3R5	PI3K_1B_p101	phosphoinositide-3-kinase regulatory subunit 5										
g249.t1	NTN1	"Laminin_EGF,Laminin_N,NTR"	netrin 1										
g250.t1	NTN1	"Laminin_EGF,Laminin_N,NTR"	netrin 1										
g251.t1	STX8	SNARE	syntaxin 8										
g252.t1	-	"RabGAP-TBC,TLD"	rab-GTPase-TBC domain-containing protein										
g253.t1	-	"zf-C2H2,zf-C2H2_6"	C2H2 type domain-containing zinc finger protein										
g253.t2	-	"zf-C2H2,zf-C2H2_6"	C2H2 type domain-containing zinc finger protein										
g254.t1	WDR16	WD40	cilia and flagella associated protein 52										
g255.t1	mchr1	7tm_1	melanin concentrating hormone receptor 1										
g256.t1	GGA3	"Alpha_adaptinC2,GAT,VHS"	"golgi associated, gamma adaptin ear containing, ARF binding protein 3"										
g257.t1	SUMO2	Rad60-SLD	small ubiquitin like modifier 2										
g258.t1	-	JUPITER	microtubule-associated protein Jupiter										
g258.t2	-	JUPITER	microtubule-associated protein Jupiter										
g259.t1	-	"C1-set,C2-set_2,I-set,V-set"	immunoglobulin C1-set domain-containing protein										
g259.t2	-	"C1-set,C2-set_2,I-set,V-set"	immunoglobulin C1-set domain-containing protein										
g261.t1	SEPT9	Septin	septin 9										
g261.t2	SEPT9	Septin	septin 9										
g261.t3	SEPT9	Septin	septin 9										
g262.t1	TNRC6C	"Ago_hook,M_domain,RRM_1,TNRC6-PABC_bdg,UBA"	trinucleotide repeat containing adaptor 6C										
g262.t2	TNRC6C	"Ago_hook,M_domain,RRM_1,TNRC6-PABC_bdg,UBA"	trinucleotide repeat containing adaptor 6C										
g263.t1	-	V-set	immunoglobulin V-set domain-containing protein										
g264.t1	ZNF207	-	zinc finger protein 207										
g264.t2	ZNF207	-	zinc finger protein 207										
g265.t1	RHBDL3	"EF-hand_7,Rhomboid"	rhomboid like 3										
g265.t2	RHBDL3	"EF-hand_7,Rhomboid"	rhomboid like 3										
g266.t1	RHOT1	"EF-hand_5,EF_assoc_1,EF_assoc_2,Ras"	ras homolog family member T1										
g267.t1	ADAP2	"ArfGap,PH"	ArfGAP with dual PH domains 2										
g268.t1	TEFM	HHH_3	"transcription elongation factor, mitochondrial"										
g269.t1	ATAD5	AAA	ATPase family AAA domain containing 5										
g269.t2	ATAD5	AAA	ATPase family AAA domain containing 5										
g270.t1	SERHL2	Abhydrolase_1	serine hydrolase like 2										
g271.t1	MB	Globin	myoglobin										
g272.t1	cenpm	CENP-M	centromere protein M										
g273.t1	-	LUC7	LUC7-like protein										
g274.t1	SMDT1	DDDD	single-pass membrane protein with aspartate rich tail 1										
g275.t1	TRIOBP	PH	TRIO and F-actin binding protein										
g276.t1	KCNJ4	"IRK,IRK_N"	potassium inwardly rectifying channel subfamily J member 4										
g277.t1	SOX10	"HMG_box,Sox_N"	SRY-box transcription factor 10										
g278.t1	RNASEH2A	RNase_HII	ribonuclease H2 subunit A										
g279.t1	MAST1	"DUF1908,PDZ,Pkinase"	cytoplasmic linker associated protein 1										
g279.t2	MAST1	"DUF1908,PDZ,Pkinase"	cytoplasmic linker associated protein 1										
g280.t1	ATG4D	Peptidase_C54	autophagy related 4D cysteine peptidase										
g281.t1	SMARCA4	"BRK,Bromodomain,HSA,Helicase_C,QLQ,SNF2_N,SnAC"	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4"										
g281.t2	SMARCA4	"BRK,Bromodomain,HSA,Helicase_C,QLQ,SNF2_N,SnAC"	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4"										
g282.t1	LDLR	"EGF_CA,FXa_inhibition,Ldl_recept_a,Ldl_recept_b,cEGF"	low density lipoprotein receptor										
g283.t1	AP1M2	"Adap_comp_sub,Clat_adaptor_s"	adaptor related protein complex 1 subunit mu 2										
g284.t1	CDKN2D	"Ank_2,Ank_5"	cyclin dependent kinase inhibitor 2D										
g285.t1	LRRC8E	"LRR_8,Pannexin_like"	leucine rich repeat containing 8 VRAC subunit E										
g286.t1	KEAP1	"BACK,BTB,Kelch_1"	kelch like ECH associated protein 1										
g287.t1	S1PR5	7tm_1	sphingosine-1-phosphate receptor 5										
g288.t1	fdx1l	Fer2	ferredoxin 2										
g289.t1	ZGLP1	GATA	zinc finger GATA like protein 1										
g290.t1	unc-130	Forkhead	forkhead domain-containing protein										
g291.t1	NEU3	BNR_2	neuraminidase 3										
g292.t1	LYL1	HLH	LYL1 basic helix-loop-helix family member										
g293.t1	-	AIG1	AIG1 family protein										
